Orthogroup	Anaulaciulus_tonginus	Biomphalaria_straminea	Branchiostoma_floridae	Caenorhabditis_elegans	Carcinoscorpius_rotundicauda	Centruroides_sculpturatus	Drosophila_melanogaster	Eriocheir_sinensis	Glomeris_maerens	Helicorthomorpha_holstii	Homo_sapiens	Hypsibius_dujardini	Ixodes_scapularis	Lithobius_niger	Litopenaeus_vannamei	Magallana_hongkongensis	Niponia_nodulosa	Rhysida_immarginata	Stegodyphus_mimosarum	Strigamia_maritima	Tachypleus_tridentatus	Thereuonema_tuberculata	Tribolium_castaneum	Trigoniulus_corallinus	Total
OG0012363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
OG0012364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
OG0012365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
OG0012366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
OG0012367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
OG0012368	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	11
OG0012369	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11
OG0012370	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012371	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	11
OG0012372	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012373	2	1	0	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	11
OG0012374	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012375	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012376	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	11
OG0012377	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012378	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012379	2	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	11
OG0012380	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012381	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012382	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	11
OG0012383	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012384	1	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012385	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012386	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012387	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11
OG0012389	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012390	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012391	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012392	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	11
OG0012393	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012394	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012395	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012396	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012397	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012398	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012399	4	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012400	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012401	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012402	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012403	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012404	3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	2	0	1	11
OG0012405	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012406	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012407	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012408	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012409	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012410	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012411	8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012412	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012413	2	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012414	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012415	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012416	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012417	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012418	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012419	2	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012420	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012421	4	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012422	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012423	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012424	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012425	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012426	6	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012427	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012428	3	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012429	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012430	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012431	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012432	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012433	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012434	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012435	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11
OG0012437	2	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	11
OG0012438	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012439	1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012440	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012441	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012442	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	11
OG0012443	4	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012444	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012445	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012446	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012447	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	11
OG0012448	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012449	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012450	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	5	0	0	11
OG0012451	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012452	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012453	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012454	4	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	11
OG0012455	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	11
OG0012456	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012457	1	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	11
OG0012458	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012459	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012460	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	2	0	0	11
OG0012461	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012462	2	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012463	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012464	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012465	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012466	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	11
OG0012467	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	1	0	0	11
OG0012468	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012469	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012470	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012471	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012472	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012473	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012474	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012475	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012476	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012477	2	0	0	0	4	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11
OG0012478	3	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012479	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012480	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	11
OG0012481	2	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	1	11
OG0012482	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	11
OG0012483	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	2	0	0	1	11
OG0012484	2	1	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	11
OG0012485	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	1	2	0	0	11
OG0012486	2	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012487	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012488	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	0	1	11
OG0012489	3	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	1	0	1	0	0	11
OG0012490	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	1	0	1	0	1	0	1	11
OG0012491	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012492	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	2	0	11
OG0012493	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012494	4	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012495	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012496	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012497	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	0	1	11
OG0012498	1	1	1	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	1	11
OG0012499	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012500	1	1	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	11
OG0012501	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	11
OG0012502	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012503	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	3	0	0	0	1	0	0	11
OG0012504	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012505	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012506	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11
OG0012507	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012508	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012509	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012510	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012511	2	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	11
OG0012512	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3	1	1	1	11
OG0012513	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	2	1	0	0	0	1	0	1	11
OG0012514	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012515	2	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	2	1	0	0	0	0	0	1	11
OG0012516	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012517	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	2	0	1	11
OG0012518	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	2	1	0	1	1	0	0	1	11
OG0012519	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012520	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	2	0	0	1	1	0	0	11
OG0012521	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	11
OG0012522	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0	11
OG0012523	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	11
OG0012524	1	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	11
OG0012525	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	0	0	0	1	11
OG0012526	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	11
OG0012527	1	1	0	0	0	0	0	0	2	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	11
OG0012528	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	2	11
OG0012529	1	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	1	11
OG0012530	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11
OG0012531	2	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	11
OG0012532	1	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	11
OG0012533	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	11
OG0012534	1	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012535	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	1	0	0	0	11
OG0012536	1	1	0	0	2	1	0	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	11
OG0012537	1	0	0	0	1	1	0	1	2	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	11
OG0012538	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	11
OG0012539	1	1	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	11
OG0012540	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	3	11
OG0012541	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012542	1	0	0	0	1	2	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	11
OG0012543	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	1	0	2	11
OG0012544	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	11
OG0012545	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	11
OG0012546	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	2	0	2	1	0	0	1	0	11
OG0012547	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11
OG0012548	1	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0012549	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	11
OG0012550	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	11
OG0012551	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	2	0	0	11
OG0012552	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	11
OG0012553	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	1	11
OG0012554	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	11
OG0012555	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	11
OG0012556	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	11
OG0012557	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2	0	2	11
OG0012558	1	3	2	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	11
OG0012559	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	11
OG0012560	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11
OG0012561	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	11
OG0012562	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	11
OG0012563	1	2	0	1	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	1	11
OG0012564	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	2	1	0	0	11
OG0012565	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	11
OG0012566	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	11
OG0012567	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	11
OG0012568	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	11
OG0012569	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012570	2	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	11
OG0012571	1	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	11
OG0012572	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	11
OG0012573	2	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	11
OG0012574	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	1	0	2	11
OG0012575	2	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	11
OG0012576	2	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	11
OG0012577	2	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	11
OG0012578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11
OG0012579	1	1	0	0	0	0	0	1	0	0	0	0	2	4	0	0	1	0	0	0	1	0	0	0	11
OG0012580	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
OG0012581	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	11
OG0012582	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	0	0	0	0	0	11
OG0012583	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012584	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	11
OG0012585	1	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012586	2	0	3	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	11
OG0012587	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012588	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
OG0012589	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	11
OG0012590	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
OG0012591	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11
OG0012592	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012593	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11
OG0012594	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11
OG0012595	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	11
OG0012596	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	11
OG0012597	1	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	2	0	0	0	0	11
OG0012598	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012599	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012600	0	4	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	11
OG0012601	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012602	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012603	0	3	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	11
OG0012604	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0012605	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	2	0	0	0	11
OG0012606	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11
